target_file,function_name,line_num,# of totfailed_TCs,# of mutants,m1:f2p,m1:p2f,m2:f2p,m2:p2f,m3:f2p,m3:p2f,m4:f2p,m4:p2f,m5:f2p,m5:p2f,|muse(s)|,total_f2p,total_p2f,line_total_f2p,line_total_p2f,muse_1,muse_2,muse_3,muse_4,muse susp. score,met susp. score,bug,rank
parser.c,"xmlParseCharDataComplex(xmlParserCtxtPtr ctxt, int partial)",4713.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseCharDataInternal(xmlParserCtxtPtr ctxt, int partial)",4559.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseCharRef(xmlParserCtxtPtr ctxt),2490.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseChunk(xmlParserCtxtPtr ctxt, const char * chunk, int size, int terminate)",12114.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseComment(xmlParserCtxtPtr ctxt),5031.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseCommentComplex(xmlParserCtxtPtr ctxt, xmlChar * buf, size_t len, size_t size)",4902.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseConditionalSections(xmlParserCtxtPtr ctxt),6870.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseContent(xmlParserCtxtPtr ctxt),10291.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseContentInternal(xmlParserCtxtPtr ctxt),10215.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlIsNameChar(xmlParserCtxtPtr ctxt, int c)",3359.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlIOParseDTD(xmlSAXHandlerPtr sax, xmlParserInputBufferPtr input, xmlCharEncoding enc)",12382.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlHasFeature(xmlFeature feature),640.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCtxtReadFile(xmlParserCtxtPtr ctxt, const char * filename, const char * encoding, int options)",14989.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlCreateDocParserCtxt(const xmlChar * str),14204.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCreateEntityParserCtxt(const xmlChar * URL, const xmlChar * ID, const xmlChar * base)",13667.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCreateEntityParserCtxtInternal(xmlSAXHandlerPtr sax, void * userData, const xmlChar * URL, const xmlChar * ID, const xmlChar * base, xmlParserCtxtPtr pctx)",13597.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlCreateFileParserCtxt(const char * filename),13733.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCreateIOParserCtxt(xmlSAXHandlerPtr sax, void * user_data, xmlInputReadCallback ioread, xmlInputCloseCallback ioclose, void * ioctx, xmlCharEncoding enc)",12330.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCreateMemoryParserCtxt(const char * buffer, int size)",13993.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCreatePushParserCtxt(xmlSAXHandlerPtr sax, void * user_data, const char * chunk, int size, const char * filename)",12239.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCreateURLParserCtxt(const char * filename, int options)",13691.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCtxtGrowAttrs(xmlParserCtxtPtr ctxt, int nr)",1855.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCtxtReadDoc(xmlParserCtxtPtr ctxt, const xmlChar * str, const char * URL, const char * encoding, int options)",14947.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCtxtReadFd(xmlParserCtxtPtr ctxt, int fd, const char * URL, const char * encoding, int options)",15071.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCtxtReadIO(xmlParserCtxtPtr ctxt, xmlInputReadCallback ioread, xmlInputCloseCallback ioclose, void * ioctx, const char * URL, const char * encoding, int options)",15115.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlFatalErrMsgStrIntStr(xmlParserCtxtPtr ctxt, xmlParserErrors error, const char * msg, const xmlChar * str1, int val, const xmlChar * str2)",412.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCtxtReadMemory(xmlParserCtxtPtr ctxt, const char * buffer, int size, const char * URL, const char * encoding, int options)",15025.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlCtxtReset(xmlParserCtxtPtr ctxt),14369.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCtxtResetPush(xmlParserCtxtPtr ctxt, const char * chunk, int size, const char * filename, const char * encoding)",14477.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCtxtSetMaxAmplification(xmlParserCtxtPtr ctxt, unsigned int maxAmpl)",14714.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCtxtUseOptions(xmlParserCtxtPtr ctxt, int options)",14695.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlDoRead(xmlParserCtxtPtr ctxt, const char * URL, const char * encoding, int options, int reuse)",14732.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlErrAttributeDup(xmlParserCtxtPtr ctxt, const xmlChar * prefix, const xmlChar * localname)",240.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlErrMsgStr(xmlParserCtxtPtr ctxt, xmlParserErrors error, const char * msg, const xmlChar * val)",471.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlFatalErrMsg(xmlParserCtxtPtr ctxt, xmlParserErrors error, const char * msg)",276.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlFatalErrMsgInt(xmlParserCtxtPtr ctxt, xmlParserErrors error, const char * msg, int val)",382.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlFatalErrMsgStr(xmlParserCtxtPtr ctxt, xmlParserErrors error, const char * msg, const xmlChar * val)",442.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseCtxtExternalEntity(xmlParserCtxtPtr ctx, const xmlChar * URL, const xmlChar * ID, xmlNodePtr * lst)",12618.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseDoc(const xmlChar * cur),14298.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlCleanSpecialAttr(xmlParserCtxtPtr ctxt),1186.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseDocTypeDecl(xmlParserCtxtPtr ctxt),8463.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseLookupCharData(xmlParserCtxtPtr ctxt),11336.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseLookupGt(xmlParserCtxtPtr ctxt),11366.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseLookupInternalSubset(xmlParserCtxtPtr ctxt),11410.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseLookupString(xmlParserCtxtPtr ctxt, size_t startDelta, const char * str, size_t strLen)",11296.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseMarkupDecl(xmlParserCtxtPtr ctxt),7017.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseMemory(const char * buffer, int size)",14121.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseMisc(xmlParserCtxtPtr ctxt),10976.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseNCName(xmlParserCtxtPtr ctxt),3626.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseNCNameComplex(xmlParserCtxtPtr ctxt),3571.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseName(xmlParserCtxtPtr ctxt),3526.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseNameAndCompare(xmlParserCtxtPtr ctxt, const xmlChar * other)",3684.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseNameComplex(xmlParserCtxtPtr ctxt),3401.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseNmtoken(xmlParserCtxtPtr ctxt),3818.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseNotationDecl(xmlParserCtxtPtr ctxt),5465.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseNotationType(xmlParserCtxtPtr ctxt),5878.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParsePEReference(xmlParserCtxtPtr ctxt),8060.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParsePI(xmlParserCtxtPtr ctxt),5319.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParsePITarget(xmlParserCtxtPtr ctxt),5209.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParsePubidLiteral(xmlParserCtxtPtr ctxt),4439.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseQName(xmlParserCtxtPtr ctxt, const xmlChar ** prefix)",9005.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseQNameAndCompare(xmlParserCtxtPtr ctxt, const xmlChar * name, const xmlChar * prefix)",9029.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseQNameHashed(xmlParserCtxtPtr ctxt, xmlHashedString * prefix)",8945.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseReference(xmlParserCtxtPtr ctxt),7224.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseSDDecl(xmlParserCtxtPtr ctxt),10789.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseStartTag(xmlParserCtxtPtr ctxt),8717.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseLookupChar(xmlParserCtxtPtr ctxt, int c)",11262.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseInternalSubset(xmlParserCtxtPtr ctxt),8535.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseInNodeContext(xmlNodePtr node, const char * data, int datalen, int options, xmlNodePtr * lst)",13153.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseEndTag1(xmlParserCtxtPtr ctxt, int line)",8855.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseDocument(xmlParserCtxtPtr ctxt),11006.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseElement(xmlParserCtxtPtr ctxt),10324.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseElementChildrenContentDecl(xmlParserCtxtPtr ctxt, int inputchk)",6690.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseElementChildrenContentDeclPriv(xmlParserCtxtPtr ctxt, int inputchk, int depth)",6386.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseElementContentDecl(xmlParserCtxtPtr ctxt, const xmlChar * name, xmlElementContentPtr * result)",6712.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseElementDecl(xmlParserCtxtPtr ctxt),6759.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseElementEnd(xmlParserCtxtPtr ctxt),10480.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseElementMixedContentDecl(xmlParserCtxtPtr ctxt, int inputchk)",6261.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseEncName(xmlParserCtxtPtr ctxt),10640.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseEncodingDecl(xmlParserCtxtPtr ctxt),10710.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseEndTag(xmlParserCtxtPtr ctxt),8919.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseEndTag2(xmlParserCtxtPtr ctxt, const xmlStartTag * tag)",10044.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseFile(const char * filename),13865.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseEntity(const char * filename),13578.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseEntityDecl(xmlParserCtxtPtr ctxt),5548.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseEntityRef(xmlParserCtxtPtr ctxt),7680.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseEntityValue(xmlParserCtxtPtr ctxt, xmlChar ** orig)",3903.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseEnumeratedType(xmlParserCtxtPtr ctxt, xmlEnumerationPtr * tree)",6019.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseEnumerationType(xmlParserCtxtPtr ctxt),5949.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlParseExtParsedEnt(xmlParserCtxtPtr ctxt),11176.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseExternalEntity(xmlDocPtr doc, xmlSAXHandlerPtr sax, void * user_data, int depth, const xmlChar * URL, const xmlChar * ID, xmlNodePtr * lst)",12876.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseExternalEntityPrivate(xmlDocPtr doc, xmlParserCtxtPtr oldctxt, xmlSAXHandlerPtr sax, void * user_data, int depth, const xmlChar * URL, const xmlChar * ID, xmlNodePtr * list)",12655.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseExternalID(xmlParserCtxtPtr ctxt, xmlChar ** publicID, int strict)",4837.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlParseExternalSubset(xmlParserCtxtPtr ctxt, const xmlChar * ExternalID, const xmlChar * SystemID)",7157.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,"xmlCleanSpecialAttrCallback(void * payload, void * data, const xmlChar * fullname, const xmlChar * fullattr, const xmlChar * unused)",1167.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
parser.c,xmlCheckLanguageID(const xmlChar * lang),1261.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
xmlregexp.c,"xmlFAGenerateCountedEpsilonTransition(xmlRegParserCtxtPtr ctxt, xmlRegStatePtr from, xmlRegStatePtr to, int counter)",1449.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,htmlParseComment(htmlParserCtxtPtr ctxt),3431.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,"htmlEncodeEntities(unsigned char * out, int * outlen, const unsigned char * in, int * inlen, int quoteChar)",2213.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,htmlEntityLookup(const xmlChar * name),2056.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,htmlEntityValueLookup(unsigned int value),2079.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,"htmlErrMemory(xmlParserCtxtPtr ctxt, const char * extra)",61.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,htmlFindEncoding(xmlParserCtxtPtr ctxt),344.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,htmlFreeParserCtxt(htmlParserCtxtPtr ctxt),5071.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,htmlGetEndPriority(const xmlChar * name),1407.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,htmlHandleOmittedElem(int val),6232.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,htmlInitAutoClose(),1371.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,"htmlInitParserCtxt(htmlParserCtxtPtr ctxt, const htmlSAXHandler * sax, void * userData)",4960.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,"htmlIsAutoClosed(htmlDocPtr doc, htmlNodePtr elem)",1586.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,htmlIsScriptAttribute(const xmlChar * name),1715.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,"htmlNewDoc(const xmlChar * URI, const xmlChar * ExternalID)",2481.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,"htmlNewDocNoDtD(const xmlChar * URI, const xmlChar * ExternalID)",2434.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,htmlNewInputStream(htmlParserCtxtPtr ctxt),2310.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
HTMLparser.c,htmlNewParserCtxt(),5085.0,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,918
